"uninjured_rep1" "uninjured_rep2" "regen_rep1" "regen_rep2"
"ENSDARG00000035631" 160 273 1923 2022
"ENSDARG00000035632" 3199 1923 1246 1020
"ENSDARG00000035633" 151 110 251 265
"ENSDARG00000035634" 892 881 1325 1527
"ENSDARG00000035646" 4 11 8 8
"ENSDARG00000035648" 3 4 15 9
"ENSDARG00000035649" 691 564 474 432
"ENSDARG00000035650" 610 510 1208 1131
"ENSDARG00000035652" 6768 4624 838 923
"ENSDARG00000035655" 247 154 138 157
"ENSDARG00000035657" 753 502 969 941
"ENSDARG00000035660" 1534 1483 1616 1639
"ENSDARG00000035663" 155 177 173 174
"ENSDARG00000035665" 44 43 52 49
"ENSDARG00000035676" 3309 2997 5082 4867
"ENSDARG00000035677" 170 148 678 659
"ENSDARG00000035678" 1403 1133 1841 2493
"ENSDARG00000035679" 864 747 2820 3211
"ENSDARG00000035682" 2603 2748 9321 8092
"ENSDARG00000035683" 2244 2385 1105 1471
"ENSDARG00000035686" 192 163 151 132
"ENSDARG00000035692" 133236 80645 68357 72237
"ENSDARG00000035694" 80 74 27 18
"ENSDARG00000035695" 249 216 392 317
"ENSDARG00000035696" 77 90 169 142
"ENSDARG00000035697" 52 42 62 82
"ENSDARG00000035699" 408 393 1046 1292
"ENSDARG00000035700" 2587 2541 3023 3469
"ENSDARG00000035706" 1285 1189 2604 2527
"ENSDARG00000035709" 9 16 19 12
"ENSDARG00000035715" 1003 808 1620 1442
"ENSDARG00000035719" 1386 504 197 228
"ENSDARG00000035725" 152 140 521 548
"ENSDARG00000035730" 570 602 1016 1039
"ENSDARG00000035732" 559 509 612 664
"ENSDARG00000035734" 1046 952 2774 2507
"ENSDARG00000035735" 6 1 7 2
"ENSDARG00000035741" 527 517 1932 1877
"ENSDARG00000035747" 373 328 740 890
"ENSDARG00000035750" 1113 1215 2580 2742
"ENSDARG00000035751" 3881 2872 7124 6975
"ENSDARG00000035756" 28569 17886 19232 21411
"ENSDARG00000035759" 76 42 57 61
"ENSDARG00000035761" 1524 1098 4794 4457
"ENSDARG00000035763" 416 260 731 702
"ENSDARG00000035768" 2836 3129 7748 7729
"ENSDARG00000035770" 717 588 2455 2457
"ENSDARG00000035771" 1094 734 1684 1624
"ENSDARG00000035773" 1432 1243 1362 1432
"ENSDARG00000035776" 189 154 268 286
"ENSDARG00000035781" 305 304 459 435
"ENSDARG00000035785" 5 12 11 11
"ENSDARG00000035791" 5541 4414 1400 1462
"ENSDARG00000035796" 2616 2522 855 1043
"ENSDARG00000035797" 81 95 97 128
"ENSDARG00000035808" 232 210 344 334
"ENSDARG00000035809" 51164 39444 453142 382607
"ENSDARG00000035810" 751 686 315 355
"ENSDARG00000035819" 297 323 266 298
"ENSDARG00000035820" 28 32 31 39
"ENSDARG00000035821" 3110 3166 4751 4886
"ENSDARG00000035823" 887 703 1123 1238
"ENSDARG00000035831" 4 11 14 3
"ENSDARG00000035832" 15 19 6 10
"ENSDARG00000035835" 2090 1622 1513 1514
"ENSDARG00000035837" 54 54 120 141
"ENSDARG00000035838" 807 731 3958 4416
"ENSDARG00000035844" 1355 974 1501 1447
"ENSDARG00000035852" 1 3 80 88
"ENSDARG00000035853" 148 152 288 280
"ENSDARG00000035858" 5274 5619 8123 8597
"ENSDARG00000035859" 2394 1509 2324 2520
"ENSDARG00000035860" 32438 22843 19865 21134
"ENSDARG00000035861" 3 0 2 5
"ENSDARG00000035868" 1473 1412 860 963
"ENSDARG00000035869" 5597 5062 5627 5873
"ENSDARG00000035870" 306 318 1325 1362
"ENSDARG00000035871" 61288 34673 29931 34297
"ENSDARG00000035872" 455 502 1399 1523
"ENSDARG00000035873" 140 133 536 507
"ENSDARG00000035875" 28 25 26 31
"ENSDARG00000035879" 952 841 1890 1837
"ENSDARG00000035880" 278 284 496 528
"ENSDARG00000035882" 7194 6684 5833 6515
"ENSDARG00000035883" 92 84 75 106
"ENSDARG00000035887" 1455 1084 824 880
"ENSDARG00000035889" 440 329 561 577
"ENSDARG00000035890" 3188 2741 3209 3470
"ENSDARG00000035891" 4 5 44 32
"ENSDARG00000035895" 31 39 147 167
"ENSDARG00000035899" 63 40 402 298
"ENSDARG00000035904" 501 338 332 330
"ENSDARG00000035905" 264 319 573 618
"ENSDARG00000035907" 106 72 307 239
"ENSDARG00000035909" 1486 806 925 961
"ENSDARG00000035910" 418 346 890 875
"ENSDARG00000035913" 575 616 2501 2842
"ENSDARG00000035914" 408 341 1346 1452
"ENSDARG00000035918" 279 270 428 437
"ENSDARG00000035924" 1626 2096 5701 5618
"ENSDARG00000035942" 17 24 959 949
"ENSDARG00000035944" 4 4 6 4
"ENSDARG00000035949" 1589 1581 1632 1853
"ENSDARG00000035952" 695 294 287 279
"ENSDARG00000035954" 70 66 296 296
"ENSDARG00000035957" 77 88 241 263
"ENSDARG00000035958" 10 18 76 107
"ENSDARG00000035961" 86 65 263 249
"ENSDARG00000035963" 152 132 120 142
"ENSDARG00000035966" 9 2 3 10
"ENSDARG00000035970" 166 166 218 313
"ENSDARG00000035978" 1121 1157 2020 2117
"ENSDARG00000035985" 300 283 720 648
"ENSDARG00000035986" 991 907 1573 1743
"ENSDARG00000035987" 857 589 1259 1301
"ENSDARG00000035990" 2864 1058 1609 1355
"ENSDARG00000035993" 546 753 2814 3117
"ENSDARG00000035994" 53 74 63 71
"ENSDARG00000035997" 111 118 152 133
"ENSDARG00000036005" 731 791 1564 1578
"ENSDARG00000036008" 1539 1344 2317 2284
"ENSDARG00000036009" 535 571 585 688
"ENSDARG00000036012" 989 810 1120 1124
"ENSDARG00000036015" 369 322 539 639
"ENSDARG00000036016" 1451 1315 2794 2835
"ENSDARG00000036017" 67 55 42 48
"ENSDARG00000036028" 2111 1305 1273 1567
"ENSDARG00000036031" 211 207 186 203
"ENSDARG00000036036" 2471 1945 57539 53810
"ENSDARG00000036038" 181 137 382 482
"ENSDARG00000036040" 1690 1453 1882 1921
"ENSDARG00000036041" 8 4 14 13
"ENSDARG00000036043" 62 64 129 111
"ENSDARG00000036044" 69871 43216 64313 67794
"ENSDARG00000036045" 7 1 5 8
"ENSDARG00000036055" 211 154 317 338
"ENSDARG00000036056" 419 454 677 761
"ENSDARG00000036057" 375 373 646 721
"ENSDARG00000036058" 15 26 38 35
"ENSDARG00000036059" 191 184 332 276
"ENSDARG00000036060" 170 192 624 575
"ENSDARG00000036061" 410 358 863 904
"ENSDARG00000036063" 219 231 474 493
"ENSDARG00000036064" 290 287 549 635
"ENSDARG00000036065" 441 395 2913 2862
"ENSDARG00000036066" 766 703 1350 1453
"ENSDARG00000036067" 238 228 612 605
"ENSDARG00000036068" 44 45 161 147
"ENSDARG00000036069" 1215 1177 1189 1383
"ENSDARG00000036070" 72 65 194 219
"ENSDARG00000036071" 361 392 1445 1435
"ENSDARG00000036073" 2397 2669 2644 2758
"ENSDARG00000036074" 2686 1865 1149 1139
"ENSDARG00000036076" 639 612 1127 1305
"ENSDARG00000036080" 15974 15673 39972 35922
"ENSDARG00000036082" 41 43 1518 1831
"ENSDARG00000036084" 58 24 47 76
"ENSDARG00000036085" 190 115 162 260
"ENSDARG00000036086" 300 257 760 754
"ENSDARG00000036090" 1168 1105 2606 2615
"ENSDARG00000036092" 146 130 173 233
"ENSDARG00000036094" 124 91 138 154
"ENSDARG00000036096" 1474 1848 1190 1294
"ENSDARG00000036100" 635 528 1034 1036
"ENSDARG00000036102" 7385 5196 2884 3072
"ENSDARG00000036104" 299 204 285 253
"ENSDARG00000036105" 1 3 5 4
"ENSDARG00000036106" 181 106 140 152
"ENSDARG00000036107" 17916 14047 10688 12238
"ENSDARG00000036109" 72 89 321 347
"ENSDARG00000036114" 1548 1444 815 1455
"ENSDARG00000036115" 692 577 1015 1081
"ENSDARG00000036116" 133 86 123 203
"ENSDARG00000036117" 40 24 30 24
"ENSDARG00000036121" 431 313 414 512
"ENSDARG00000036125" 6 2 11 5
"ENSDARG00000036135" 775 602 942 1068
"ENSDARG00000036136" 206 238 611 702
"ENSDARG00000036139" 5 4 5 11
"ENSDARG00000036144" 650 551 942 987
"ENSDARG00000036147" 638 664 1671 1613
"ENSDARG00000036152" 570 567 770 854
"ENSDARG00000036155" 124 168 344 303
"ENSDARG00000036156" 151 133 124 129
"ENSDARG00000036158" 506 480 1356 1284
"ENSDARG00000036159" 7 1 8 8
"ENSDARG00000036161" 14671 10139 25092 23695
"ENSDARG00000036162" 5541 5342 19548 18554
"ENSDARG00000036164" 391 434 2946 2841
"ENSDARG00000036168" 301 352 948 660
"ENSDARG00000036171" 83 40 63 69
"ENSDARG00000036174" 41634 27313 28233 29016
"ENSDARG00000036175" 1507 1260 1041 1081
"ENSDARG00000036179" 1434 1753 1634 1616
"ENSDARG00000036180" 22 31 395 315
"ENSDARG00000036186" 506 383 38 38
"ENSDARG00000036189" 856 685 657 840
"ENSDARG00000036190" 205 174 1116 1243
"ENSDARG00000036194" 16 13 116 119
"ENSDARG00000036212" 1571 1387 2251 1932
"ENSDARG00000036214" 63 85 50 60
"ENSDARG00000036215" 92 69 18 22
"ENSDARG00000036231" 1636 1363 1592 1872
"ENSDARG00000036232" 1585 980 1825 1900
"ENSDARG00000036235" 130 105 226 235
"ENSDARG00000036236" 538 519 788 889
"ENSDARG00000036237" 25 17 29 31
"ENSDARG00000036239" 90 81 40 72
"ENSDARG00000036243" 78 75 164 191
"ENSDARG00000036245" 42 28 44 39
"ENSDARG00000036247" 3 4 3 4
"ENSDARG00000036251" 451 474 1106 987
"ENSDARG00000036252" 1023 957 1522 1437
"ENSDARG00000036254" 3703 2607 4887 5005
"ENSDARG00000036257" 978 853 1216 1188
"ENSDARG00000036272" 26 24 19 40
"ENSDARG00000036279" 3359 2855 16536 16181
"ENSDARG00000036281" 880 950 809 828
"ENSDARG00000036282" 851 790 1296 1476
"ENSDARG00000036284" 4 3 0 3
"ENSDARG00000036291" 433 493 1622 1647
"ENSDARG00000036293" 133 135 149 157
"ENSDARG00000036295" 685 551 573 915
"ENSDARG00000036298" 51966 32558 29632 28471
"ENSDARG00000036299" 1013 996 11878 11332
"ENSDARG00000036304" 6 2 5 4
"ENSDARG00000036305" 635 614 803 792
"ENSDARG00000036308" 348 343 445 450
"ENSDARG00000036316" 36327 23317 28344 32908
"ENSDARG00000036329" 812 776 1466 1624
"ENSDARG00000036335" 1010 1209 1520 1582
"ENSDARG00000036337" 206 251 213 289
"ENSDARG00000036338" 675 602 1051 1053
"ENSDARG00000036344" 14 13 63 63
"ENSDARG00000036345" 341 251 426 406
"ENSDARG00000036359" 748 493 635 694
"ENSDARG00000036364" 2251 2295 3653 3551
"ENSDARG00000036371" 186 125 218 185
"ENSDARG00000036375" 550 553 185 197
"ENSDARG00000036376" 39 34 9 14
"ENSDARG00000036382" 463 231 98 137
"ENSDARG00000036383" 39 28 63 54
"ENSDARG00000036385" 24 19 30 23
"ENSDARG00000036386" 658 555 1577 1715
"ENSDARG00000036387" 1157 1078 1654 1700
"ENSDARG00000036388" 503 587 7336 7336
"ENSDARG00000036394" 153 125 439 423
"ENSDARG00000036402" 1625 1447 5434 4673
"ENSDARG00000036412" 34 24 30 32
"ENSDARG00000036414" 1568 1148 2224 2194
"ENSDARG00000036415" 356 390 693 640
"ENSDARG00000036420" 380 392 318 368
"ENSDARG00000036422" 53 38 16 26
"ENSDARG00000036424" 173 85 46 54
"ENSDARG00000036426" 54 39 37 53
"ENSDARG00000036427" 376 263 1083 836
"ENSDARG00000036428" 1826 1818 1665 1719
"ENSDARG00000036430" 19 10 28 42
"ENSDARG00000036438" 3489 2202 4685 4794
"ENSDARG00000036442" 1427 1135 1737 1712
"ENSDARG00000036445" 152 138 866 798
"ENSDARG00000036446" 9 11 43 33
"ENSDARG00000036451" 910 820 1658 1710
"ENSDARG00000036456" 4706 3387 6997 6428
"ENSDARG00000036457" 92 96 40 49
"ENSDARG00000036458" 10 13 6 9
"ENSDARG00000036460" 11 4 3 9
"ENSDARG00000036462" 1320 1118 2005 2069
"ENSDARG00000036463" 1 1 5 7
"ENSDARG00000036468" 173 140 197 215
"ENSDARG00000036471" 98 43 62 72
"ENSDARG00000036473" 175 161 268 296
"ENSDARG00000036479" 48 50 47 32
"ENSDARG00000036481" 171 131 216 161
"ENSDARG00000036482" 1084 1031 2465 2499
"ENSDARG00000036483" 2 4 5 15
"ENSDARG00000036489" 1870 1403 2561 2731
"ENSDARG00000036493" 250 204 250 250
"ENSDARG00000036494" 604 561 492 548
"ENSDARG00000036496" 4374 5575 2714 3899
"ENSDARG00000036499" 18 14 125 159
"ENSDARG00000036500" 522 493 691 726
"ENSDARG00000036501" 20 19 14 24
"ENSDARG00000036505" 10 16 110 101
"ENSDARG00000036510" 1484 1360 2728 2810
"ENSDARG00000036524" 347 311 852 822
"ENSDARG00000036541" 1609 1439 3289 3309
"ENSDARG00000036542" 700 558 872 916
"ENSDARG00000036545" 20 30 44 52
"ENSDARG00000036546" 73 77 217 189
"ENSDARG00000036548" 591 581 1068 1021
"ENSDARG00000036549" 1419 1220 3177 3237
"ENSDARG00000036558" 6780 5618 24936 23253
"ENSDARG00000036567" 21 33 110 132
"ENSDARG00000036569" 63 56 49 64
"ENSDARG00000036570" 458 423 1519 1755
"ENSDARG00000036571" 574 583 2715 2987
"ENSDARG00000036572" 850 484 752 524
"ENSDARG00000036573" 605 552 828 954
"ENSDARG00000036575" 147 123 113 89
"ENSDARG00000036577" 174 152 315 286
"ENSDARG00000036584" 1279 1072 1304 1447
"ENSDARG00000036587" 887 780 761 837
"ENSDARG00000036588" 33384 25327 9788 12087
"ENSDARG00000036592" 235 226 331 402
"ENSDARG00000036593" 595 429 1047 1179
"ENSDARG00000036595" 999 821 1356 1281
"ENSDARG00000036612" 149 98 291 353
"ENSDARG00000036613" 827 444 836 828
"ENSDARG00000036616" 220 181 280 272
"ENSDARG00000036619" 138 113 273 258
"ENSDARG00000036625" 761 549 974 1238
"ENSDARG00000036626" 53 58 122 135
"ENSDARG00000036628" 39775 30747 17213 20271
"ENSDARG00000036629" 91949 58400 49806 51724
"ENSDARG00000036630" 863 977 2606 2742
"ENSDARG00000036636" 21 14 46 42
"ENSDARG00000036637" 387 314 259 308
"ENSDARG00000036645" 540 475 819 819
"ENSDARG00000036650" 245 221 350 368
"ENSDARG00000036658" 1185 1186 2387 2326
"ENSDARG00000036670" 84 68 540 489
"ENSDARG00000036671" 5 8 2 11
"ENSDARG00000036675" 5349 4455 11409 11302
"ENSDARG00000036678" 58 77 334 393
"ENSDARG00000036684" 256 225 653 726
"ENSDARG00000036685" 1636 1862 1952 2450
"ENSDARG00000036687" 1930 1972 4056 3851
"ENSDARG00000036695" 2870 3105 2295 2501
"ENSDARG00000036698" 1998 1876 3268 3122
"ENSDARG00000036700" 8403 7152 21353 20434
"ENSDARG00000036704" 891 742 847 974
"ENSDARG00000036707" 1415 1215 1867 2070
"ENSDARG00000036713" 117 79 65 88
"ENSDARG00000036715" 601 574 2496 2760
"ENSDARG00000036721" 97 108 1054 1043
"ENSDARG00000036722" 63 77 93 108
"ENSDARG00000036728" 17 3 10 14
"ENSDARG00000036745" 4 6 0 1
"ENSDARG00000036748" 11 7 15 13
"ENSDARG00000036750" 81 41 100 103
"ENSDARG00000036754" 2859 2645 3664 4037
"ENSDARG00000036755" 152 196 498 507
"ENSDARG00000036764" 412 340 619 641
"ENSDARG00000036767" 112 129 54 158
"ENSDARG00000036772" 513 538 1528 1444
"ENSDARG00000036773" 416 416 349 419
"ENSDARG00000036774" 2853 2298 3802 3966
"ENSDARG00000036775" 38 32 83 99
"ENSDARG00000036776" 28 27 78 46
"ENSDARG00000036778" 1348 1150 2073 2098
"ENSDARG00000036781" 23 47 234 263
"ENSDARG00000036784" 293 295 805 994
"ENSDARG00000036785" 2926 2473 1541 1802
"ENSDARG00000036787" 1441 1133 981 1099
"ENSDARG00000036791" 933 790 1994 2410
"ENSDARG00000036793" 175 155 225 247
"ENSDARG00000036809" 1234 1291 2404 2662
"ENSDARG00000036811" 587 609 2451 2373
"ENSDARG00000036815" 500 417 565 751
"ENSDARG00000036816" 302 169 289 393
"ENSDARG00000036818" 69 62 89 106
"ENSDARG00000036820" 228 214 279 295
"ENSDARG00000036826" 523 444 731 789
"ENSDARG00000036830" 1887165 1198957 699481 625846
"ENSDARG00000036831" 1076 951 1485 1497
"ENSDARG00000036832" 107158 101033 54137 45515
"ENSDARG00000036834" 84299 73117 34378 34742
"ENSDARG00000036840" 855178 533937 237224 259939
"ENSDARG00000036844" 497 477 761 912
"ENSDARG00000036846" 30 48 86 103
"ENSDARG00000036848" 2542 2751 4127 5177
"ENSDARG00000036851" 95 54 95 123
"ENSDARG00000036852" 244 178 158 246
"ENSDARG00000036853" 33 21 52 54
"ENSDARG00000036855" 167 126 386 434
"ENSDARG00000036863" 1317 1411 3966 4307
"ENSDARG00000036864" 256 245 715 810
"ENSDARG00000036865" 815 721 807 872
"ENSDARG00000036868" 202 209 582 638
"ENSDARG00000036870" 356 347 581 649
"ENSDARG00000036875" 58008 35624 43637 41354
"ENSDARG00000036876" 60293 38209 45740 44028
"ENSDARG00000036878" 91 83 64 93
"ENSDARG00000036888" 480 495 677 813
"ENSDARG00000036893" 3142 2503 17428 14829
"ENSDARG00000036894" 149 194 179 222
"ENSDARG00000036895" 2145 1371 852 818
"ENSDARG00000036897" 335 218 123 134
"ENSDARG00000036900" 66 42 30 24
"ENSDARG00000036903" 67 68 125 172
"ENSDARG00000036911" 380 296 538 553
"ENSDARG00000036912" 93 61 74 80
"ENSDARG00000036913" 32 17 17 13
"ENSDARG00000036915" 212 193 296 320
"ENSDARG00000036924" 281 213 300 360
"ENSDARG00000036929" 730 758 1385 1326
"ENSDARG00000036930" 245 152 1536 1580
"ENSDARG00000036940" 24 40 48 46
"ENSDARG00000036942" 32575 23406 28849 30194
"ENSDARG00000036943" 2650 2417 1741 2144
"ENSDARG00000036944" 33 29 22 30
"ENSDARG00000036952" 43 57 34 42
"ENSDARG00000036956" 1646 1291 2872 2892
"ENSDARG00000036965" 256 254 412 441
"ENSDARG00000036966" 2066 2055 911 859
"ENSDARG00000036967" 1820 2394 3206 3563
"ENSDARG00000036968" 33 16 16 17
"ENSDARG00000036974" 148 82 79 92
"ENSDARG00000036985" 1142 895 592 591
"ENSDARG00000036987" 495 450 2707 2332
"ENSDARG00000036990" 204 234 736 768
"ENSDARG00000036993" 1497 1609 1016 1285
"ENSDARG00000036994" 203 144 412 447
"ENSDARG00000036995" 219 182 954 1302
"ENSDARG00000036998" 22 28 67 89
"ENSDARG00000036999" 144 111 183 206
"ENSDARG00000037000" 140 121 2984 3001
"ENSDARG00000037002" 2 5 3 9
"ENSDARG00000037008" 446 395 645 782
"ENSDARG00000037009" 2357 2187 4595 5335
"ENSDARG00000037012" 1214 1478 3543 3656
"ENSDARG00000037017" 1551 1390 3131 3034
"ENSDARG00000037018" 1729 1619 1668 1698
"ENSDARG00000037020" 900 808 1638 1653
"ENSDARG00000037025" 1098 813 398 431
"ENSDARG00000037030" 3361 2924 1317 1366
"ENSDARG00000037033" 302 246 178 192
"ENSDARG00000037038" 1186 1380 6048 5658
"ENSDARG00000037040" 115 86 112 116
"ENSDARG00000037042" 231 193 535 500
"ENSDARG00000037046" 161 163 389 421
"ENSDARG00000037048" 5 5 0 0
"ENSDARG00000037056" 7 4 9 4
"ENSDARG00000037057" 1389 1164 1402 1471
"ENSDARG00000037059" 1260 1044 2778 2306
"ENSDARG00000037060" 5430 4812 5397 5255
"ENSDARG00000037061" 161 146 419 369
"ENSDARG00000037062" 8 1 2 5
"ENSDARG00000037064" 403 435 672 558
"ENSDARG00000037066" 317 291 171 220
"ENSDARG00000037068" 168 167 240 282
"ENSDARG00000037069" 386 313 316 375
"ENSDARG00000037070" 168 185 256 302
"ENSDARG00000037071" 13073 8537 9040 8719
"ENSDARG00000037073" 487 527 754 864
"ENSDARG00000037079" 736 400 636 665
"ENSDARG00000037084" 210 194 144 189
"ENSDARG00000037091" 289 284 467 507
"ENSDARG00000037094" 1502 1323 3627 3446
"ENSDARG00000037097" 3363 3300 7279 7397
"ENSDARG00000037099" 742 345 177 216
"ENSDARG00000037100" 197 224 748 787
"ENSDARG00000037101" 56 65 337 357
"ENSDARG00000037108" 331 322 1118 1229
"ENSDARG00000037109" 843 835 1955 2043
"ENSDARG00000037116" 5675 6025 5410 5055
"ENSDARG00000037121" 2550 1736 760 709
"ENSDARG00000037122" 657 515 653 754
"ENSDARG00000037140" 119 99 128 143
"ENSDARG00000037142" 50 56 1250 1396
"ENSDARG00000037145" 64 52 1582 1590
"ENSDARG00000037150" 90 48 133 184
"ENSDARG00000037153" 993 1070 2499 2228
"ENSDARG00000037154" 682 522 1648 1487
"ENSDARG00000037155" 97 81 36 39
"ENSDARG00000037158" 240 376 1626 1308
"ENSDARG00000037159" 11 10 12 11
"ENSDARG00000037172" 158 115 247 259
"ENSDARG00000037174" 3 1 9 8
"ENSDARG00000037176" 376 349 458 498
"ENSDARG00000037177" 1838 1583 4264 4165
"ENSDARG00000037178" 56 30 514 593
"ENSDARG00000037182" 280 211 299 397
"ENSDARG00000037183" 55 55 167 147
"ENSDARG00000037186" 280 295 1017 1083
"ENSDARG00000037188" 682 629 3146 3090
"ENSDARG00000037190" 189 139 134 141
"ENSDARG00000037191" 32 28 20 23
"ENSDARG00000037192" 57 70 82 71
"ENSDARG00000037195" 65 74 58 61
"ENSDARG00000037196" 920 864 2083 2216
"ENSDARG00000037199" 108 115 249 249
"ENSDARG00000037203" 110 97 212 243
"ENSDARG00000037229" 1120 875 3251 3357
"ENSDARG00000037238" 1375 1323 4356 3976
"ENSDARG00000037244" 549 379 295 330
"ENSDARG00000037245" 99 86 83 67
"ENSDARG00000037253" 29 16 4 9
"ENSDARG00000037256" 14 15 7 10
"ENSDARG00000037259" 432 336 1145 1141
"ENSDARG00000037260" 228 219 354 346
"ENSDARG00000037261" 1596 1533 2200 2483
"ENSDARG00000037262" 5 5 8 13
"ENSDARG00000037266" 13 14 24 18
"ENSDARG00000037267" 1517 1205 580 835
"ENSDARG00000037276" 95 92 252 237
"ENSDARG00000037281" 6 1 4 6
"ENSDARG00000037283" 743 685 1868 1794
"ENSDARG00000037284" 1056 1034 1780 2430
"ENSDARG00000037285" 19 42 11 23
"ENSDARG00000037286" 675 704 428 507
"ENSDARG00000037291" 618 645 1848 1772
"ENSDARG00000037292" 17 18 12 7
"ENSDARG00000037307" 179 169 1221 1145
"ENSDARG00000037309" 432 409 850 865
"ENSDARG00000037318" 2260 2537 13817 12361
"ENSDARG00000037320" 9 11 14 10
"ENSDARG00000037324" 107 107 252 259
"ENSDARG00000037334" 224 234 472 553
"ENSDARG00000037337" 12 13 14 30
"ENSDARG00000037341" 163 129 110 150
"ENSDARG00000037342" 23 24 8 9
"ENSDARG00000037345" 37 61 97 108
"ENSDARG00000037346" 210 197 102 126
"ENSDARG00000037350" 79289 46772 51852 52593
"ENSDARG00000037353" 1103 799 1272 1295
"ENSDARG00000037356" 243 195 360 334
"ENSDARG00000037357" 48 64 80 106
"ENSDARG00000037358" 1224 1214 1565 1587
"ENSDARG00000037359" 59 33 12 22
"ENSDARG00000037361" 1211 1029 6548 5958
"ENSDARG00000037362" 151 101 596 563
"ENSDARG00000037363" 3020 2418 3449 3366
"ENSDARG00000037371" 383 388 968 1093
"ENSDARG00000037373" 1629 1369 1563 1856
"ENSDARG00000037378" 237 193 304 362
"ENSDARG00000037383" 259 272 115 129
"ENSDARG00000037388" 342 283 1247 1222
"ENSDARG00000037390" 178 162 332 299
"ENSDARG00000037392" 1004 721 1282 1380
"ENSDARG00000037393" 656 477 1880 1896
"ENSDARG00000037397" 977 977 3895 3731
"ENSDARG00000037398" 815 903 376 427
"ENSDARG00000037402" 4 6 5 3
"ENSDARG00000037403" 77 50 74 60
"ENSDARG00000037405" 236 143 377 374
"ENSDARG00000037406" 291 269 761 805
"ENSDARG00000037408" 462 293 149 164
"ENSDARG00000037409" 521 462 619 658
"ENSDARG00000037410" 296 232 552 480
"ENSDARG00000037411" 231 170 158 267
"ENSDARG00000037415" 83 59 122 119
"ENSDARG00000037421" 12971 10089 7446 3244
"ENSDARG00000037422" 1342 1246 2241 2368
"ENSDARG00000037423" 550 435 607 694
"ENSDARG00000037427" 34 49 61 55
"ENSDARG00000037429" 178 202 494 505
"ENSDARG00000037432" 147 123 468 487
"ENSDARG00000037433" 1791 1689 2358 2310
"ENSDARG00000037455" 787 730 581 630
"ENSDARG00000037473" 18 14 14 19
"ENSDARG00000037476" 3057 2647 2452 2640
"ENSDARG00000037478" 124 108 60 84
"ENSDARG00000037484" 268 203 594 639
"ENSDARG00000037487" 30 33 29 37
"ENSDARG00000037488" 5932 6144 21415 20893
"ENSDARG00000037491" 119 84 287 293
"ENSDARG00000037495" 6 7 15 10
"ENSDARG00000037496" 547 441 792 1029
"ENSDARG00000037498" 242 244 317 314
"ENSDARG00000037501" 319 265 258 300
"ENSDARG00000037503" 4810 4467 6360 6467
"ENSDARG00000037506" 397 415 1150 1128
"ENSDARG00000037507" 26 22 20 27
"ENSDARG00000037514" 537 543 1365 1511
"ENSDARG00000037517" 2226 2078 3387 3884
"ENSDARG00000037527" 181 115 80 149
"ENSDARG00000037528" 1042 834 1059 1222
"ENSDARG00000037532" 5 11 29 20
"ENSDARG00000037533" 58 48 44 58
"ENSDARG00000037537" 173 193 505 512
"ENSDARG00000037539" 3 1 2 8
"ENSDARG00000037545" 39 36 32 41
"ENSDARG00000037550" 11 12 16 27
"ENSDARG00000037551" 22 19 14 24
"ENSDARG00000037553" 1661 1597 1396 1928
"ENSDARG00000037554" 568 393 225 282
"ENSDARG00000037555" 480 415 1176 1424
"ENSDARG00000037556" 542 588 854 995
"ENSDARG00000037558" 17 13 14 14
